model,strategy,target,seed,rmse,r2,mae
qwen25_1p5b,ft_6000,TOperacao,42,31.185332821414736,0.2662150845810155,14.833250106096267
qwen25_1p5b,ft_6000,TOperacao,137,37.41653926194271,-0.056319373896044356,15.611750069618225
qwen25_1p5b,ft_6000,TOperacao,256,32.72934080703313,0.19175592489126725,16.427416746616363
qwen25_1p5b,ft_6000,TOperacao,512,34.68103271568066,0.0924886709341407,15.52308336901665
qwen25_1p5b,ft_6000,TOperacao,1024,28.85826594482899,0.37164008017636374,13.198083391427994
qwen25_1p5b,ft_6000,TOperacao,2048,38.07116025636743,-0.09360437264738586,16.121083393573763
qwen25_1p5b,ft_6000,TOperacao,3141,36.57465487794499,-0.009319087615017096,19.266083380222323
qwen25_1p5b,ft_6000,TOperacao,4096,34.761458197329986,0.08827474426218507,15.216750069856644
qwen25_1p5b,ft_6000,TOperacao,5000,33.70234832139694,0.14298516724448096,17.146083417415618
qwen25_1p5b,ft_6000,TOperacao,6273,34.627446260218136,0.09529093728588223,14.479416747808457
qwen25_1p5b,ft_6000,TOperacao,7777,32.95210742794414,0.18071613392636465,15.933583441972733
qwen25_1p5b,ft_6000,TOperacao,8192,35.485812840397855,0.04988203866730534,14.926750085115431
qwen25_1p5b,ft_6000,TOperacao,9001,38.169853443640065,-0.09928169886750227,16.4030834107399
qwen25_1p5b,ft_6000,TOperacao,10240,36.52165770154683,-0.006396172428760005,16.435916776657105
qwen25_1p5b,ft_6000,TOperacao,11111,33.078989268033546,0.17439469434161115,15.048083423614504
qwen25_1p5b,ft_6000,TOperacao,12345,36.947357290975965,-0.029994186809833012,15.153250052452085
qwen25_1p5b,ft_6000,TOperacao,13579,32.11366319265673,0.22187797332125536,16.019916733026502
qwen25_1p5b,ft_6000,TOperacao,14641,34.453925970398544,0.10433532628487241,17.016916732072833
qwen25_1p5b,ft_6000,TOperacao,15360,33.548321833017575,0.15080072620016494,14.540750043153764
qwen25_1p5b,ft_6000,TOperacao,16384,34.491252661038466,0.10239358483530503,13.5465833837986
qwen25_1p5b,ft_6000,TAtracado,42,36.65605141805948,0.16872187239525005,20.357916504025457
qwen25_1p5b,ft_6000,TAtracado,137,36.76253860043239,0.1638850697524471,20.17374987733364
qwen25_1p5b,ft_6000,TAtracado,256,38.49601413892057,0.08317484225087501,21.13358315765858
qwen25_1p5b,ft_6000,TAtracado,512,36.3620571971216,0.18200267630191613,18.466749833464622
